method,case_id,scan_id,agent_group,agent_number,target_number,evaluation_status,pwgs_pair_count,empty_support_count,valid_hypothesis_snapshot_count,invalid_hypothesis_snapshot_count,episode_pwgs,in_common_support,edge_jnll_status,ungrounded_edge_candidate_count
Gemma-Instant,r47D5H71a5s_case_0042,r47D5H71a5s,multi,5,1,evaluable,2,0,3,0,0.6561570460630433,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0043,r47D5H71a5s,multi,5,4,evaluable,2,0,3,0,0.3444304265135613,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0044,r47D5H71a5s,multi,5,4,evaluable,6,0,5,0,0.528815801446833,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0045,r47D5H71a5s,multi,5,8,evaluable,17,0,11,0,0.5910004225754971,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0001,zsNo4HB9uLZ,single,1,1,not_applicable_no_target_hypothesis,0,1,1,0,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0002,zsNo4HB9uLZ,single,1,1,not_applicable_no_target_hypothesis,0,1,1,0,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0003,zsNo4HB9uLZ,single,1,4,evaluable,105,0,29,0,0.6472319749362322,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0004,zsNo4HB9uLZ,single,1,4,evaluable,49,0,29,0,0.5030712748805064,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,1,8,evaluable,33,0,9,0,0.5763197335713545,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0006,zsNo4HB9uLZ,single,1,1,evaluable,5,0,6,0,0.7393130023459069,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,1,4,evaluable,23,0,8,0,0.796829554977905,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,1,4,evaluable,24,0,6,0,0.28070431617532826,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,1,8,evaluable,98,0,29,0,0.5163202719504169,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0011,zsNo4HB9uLZ,single,1,1,evaluable,29,0,29,0,0.44696534997052717,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0012,zsNo4HB9uLZ,single,1,1,evaluable,3,0,4,0,0.7133358144000365,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,1,4,evaluable_with_invalid_target_time_excluded,12,0,4,0,0.6988434342710034,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0014,zsNo4HB9uLZ,single,1,4,evaluable,3,0,2,0,0.5603730486458538,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,8,evaluable,40,0,13,0,0.6806676338205946,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0016,zsNo4HB9uLZ,multi,3,1,evaluable,29,0,29,0,0.43065543279177837,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0017,zsNo4HB9uLZ,multi,3,1,evaluable,1,0,2,0,0.8529679723075616,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0018,zsNo4HB9uLZ,multi,3,4,evaluable,29,0,14,0,0.6250297207095722,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0019,zsNo4HB9uLZ,multi,3,4,evaluable,12,0,7,0,0.6956090838968664,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,3,8,evaluable,43,0,13,0,0.5944232568222735,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,5,8,evaluable,17,0,6,0,0.5939651379607916,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0003,JF19kD82Mey,single,1,4,evaluable,50,0,29,0,0.7131589898613455,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0004,JF19kD82Mey,single,1,4,evaluable,112,0,29,0,0.5459852476940312,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0006,JF19kD82Mey,single,1,1,evaluable,1,0,2,0,0.9506455925495522,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0007,JF19kD82Mey,single,1,1,evaluable,12,0,12,0,0.6395300175488535,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0016,JF19kD82Mey,multi,3,1,not_applicable_no_target_hypothesis,0,0,1,0,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0018,JF19kD82Mey,multi,3,4,evaluable,3,0,3,0,0.7074339715601073,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0020,JF19kD82Mey,multi,3,8,evaluable,24,0,13,0,0.572453772804995,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0021,JF19kD82Mey,multi,3,1,evaluable,20,0,21,0,0.8792727608488251,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0022,JF19kD82Mey,multi,3,1,evaluable,1,0,2,0,0.4918348820118644,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0023,JF19kD82Mey,multi,3,4,evaluable,4,0,4,0,0.5006547306713034,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0024,JF19kD82Mey,multi,3,4,evaluable,6,0,4,0,0.6533077897562628,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0025,JF19kD82Mey,multi,3,8,evaluable,36,0,13,0,0.7080872478437499,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0026,JF19kD82Mey,multi,3,1,not_applicable_no_target_hypothesis,0,0,1,0,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0027,JF19kD82Mey,multi,3,1,not_applicable_no_target_hypothesis,0,0,1,0,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0028,JF19kD82Mey,multi,3,4,evaluable,11,0,6,0,0.6354723757143936,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0029,JF19kD82Mey,multi,3,4,evaluable,11,0,6,0,0.8859641750139584,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0030,JF19kD82Mey,multi,3,8,evaluable,11,0,7,0,0.6596518805720358,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0031,JF19kD82Mey,multi,5,1,evaluable,4,0,5,0,0.45575105259085225,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0032,JF19kD82Mey,multi,5,1,not_applicable_no_target_hypothesis,0,0,1,0,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0033,JF19kD82Mey,multi,5,4,evaluable,3,0,3,0,0.7042178996364713,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0021,RPmz2sHmrrY,multi,3,1,evaluable,1,0,2,0,0.918966937289001,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0022,RPmz2sHmrrY,multi,3,1,evaluable,1,0,2,0,0.918197784432182,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0023,RPmz2sHmrrY,multi,3,4,evaluable,16,0,9,0,0.5972157634877582,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0024,RPmz2sHmrrY,multi,3,4,evaluable,9,0,5,0,0.6590351644467801,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,3,8,evaluable,34,0,20,0,0.6441491612977455,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0026,RPmz2sHmrrY,multi,3,1,evaluable,5,0,6,0,0.9340436922230413,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0027,RPmz2sHmrrY,multi,3,1,not_applicable_no_target_hypothesis,0,0,1,0,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0028,RPmz2sHmrrY,multi,3,4,evaluable,50,0,29,0,0.7555040290500591,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,3,4,evaluable,29,0,24,0,0.6912738399263453,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,3,8,evaluable,32,0,19,0,0.7333611198967608,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0031,RPmz2sHmrrY,multi,5,1,not_applicable_no_target_hypothesis,0,0,1,0,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0032,RPmz2sHmrrY,multi,5,1,not_applicable_no_target_hypothesis,0,0,1,0,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0033,RPmz2sHmrrY,multi,5,4,evaluable,1,0,2,0,0.6542108451720894,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0034,RPmz2sHmrrY,multi,5,4,evaluable,6,0,6,0,0.7888630097373333,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0035,RPmz2sHmrrY,multi,5,8,evaluable,10,0,6,0,0.7421655617874743,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0036,RPmz2sHmrrY,multi,5,1,evaluable,13,0,14,0,0.7419613931299,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0037,RPmz2sHmrrY,multi,5,1,not_applicable_no_target_hypothesis,0,0,1,0,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0038,RPmz2sHmrrY,multi,5,4,evaluable,8,0,6,0,0.7077661742472965,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0039,RPmz2sHmrrY,multi,5,4,evaluable,8,0,4,0,0.5156650786688178,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,5,8,evaluable,20,0,6,0,0.710970928409529,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0001,17DRP5sb8fy,single,1,1,not_applicable_no_target_hypothesis,0,1,1,0,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0002,17DRP5sb8fy,single,1,1,evaluable,11,0,11,0,0.41179993632671685,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,1,4,evaluable,116,0,29,0,0.6011071591720456,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0004,17DRP5sb8fy,single,1,4,evaluable,38,0,29,0,0.3191423017942769,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,1,8,evaluable,50,0,16,0,0.4602932650948545,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0006,17DRP5sb8fy,single,1,1,evaluable,7,0,8,0,0.7552487530508879,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0007,17DRP5sb8fy,single,1,1,evaluable,3,0,3,0,0.9936028383363844,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0033,17DRP5sb8fy,multi,5,4,evaluable,44,4,12,0,0.591208582164522,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0034,17DRP5sb8fy,multi,5,4,evaluable,16,1,16,0,0.7959272680510585,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,5,8,evaluable,32,1,18,0,0.8718609427891493,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0036,17DRP5sb8fy,multi,5,1,evaluable,1,0,2,0,0.6083207314533373,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0037,17DRP5sb8fy,multi,5,1,not_applicable_no_target_hypothesis,0,0,1,0,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0038,17DRP5sb8fy,multi,5,4,evaluable,7,0,5,0,0.4842705335470917,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0039,17DRP5sb8fy,multi,5,4,evaluable,10,0,7,0,0.4751511004022233,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,5,8,evaluable,34,1,17,0,0.6244924506305195,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0041,17DRP5sb8fy,multi,5,1,evaluable,17,0,18,0,0.4866106148952833,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0042,17DRP5sb8fy,multi,5,1,not_applicable_no_target_hypothesis,0,0,1,0,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0043,17DRP5sb8fy,multi,5,4,evaluable,4,0,4,0,0.7875645021689138,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0044,17DRP5sb8fy,multi,5,4,evaluable,5,0,5,0,0.292310946779352,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,5,8,evaluable,11,0,5,0,0.5630431750861942,1,not_estimable_no_ungrounded_predictions,0
