method,case_id,scan_id,agent_group,agent_number,target_number,evaluation_status,pwgs_pair_count,geodesic_ndcg_at_5_pair_count,empty_support_count,valid_hypothesis_snapshot_count,invalid_hypothesis_snapshot_count,episode_pwgs,episode_geodesic_ndcg_at_5,in_common_support,edge_jnll_status,ungrounded_edge_candidate_count
Qwen-Instant,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,1,4,evaluable,43,43,0,29,0,0.515838617707606,0.8070672654928798,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0004,17DRP5sb8fy,single,1,4,evaluable,47,47,0,29,0,0.30514272510289814,0.7178566941207541,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,1,8,evaluable,90,90,0,29,0,0.482470698506311,0.8520183343471927,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0006,17DRP5sb8fy,single,1,1,evaluable,29,29,0,29,0,0.29732063731093694,0.7789346976137089,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0007,17DRP5sb8fy,single,1,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0033,17DRP5sb8fy,multi,5,4,evaluable,80,80,4,21,0,0.4602032825077466,0.8492334053478159,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0034,17DRP5sb8fy,multi,5,4,evaluable,16,16,1,16,0,0.8070648410455045,0.8599741056335989,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,5,8,evaluable,27,27,1,18,0,0.8195028754735993,0.8762436417023545,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0036,17DRP5sb8fy,multi,5,1,evaluable,1,1,0,2,0,0.5583088352364156,0.8145827911972119,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0037,17DRP5sb8fy,multi,5,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0038,17DRP5sb8fy,multi,5,4,evaluable,8,8,0,5,0,0.5505296370030833,0.6676920300556831,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0039,17DRP5sb8fy,multi,5,4,evaluable,14,14,0,12,0,0.6954291520261714,0.7291942551309303,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,5,8,evaluable,22,22,1,13,0,0.6282418727259241,0.7893140508041637,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0041,17DRP5sb8fy,multi,5,1,evaluable,1,1,0,2,0,0.6164980030045673,0.6821438356099057,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0042,17DRP5sb8fy,multi,5,1,evaluable,1,1,0,2,0,0.6322124872226648,0.8580066208694795,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0043,17DRP5sb8fy,multi,5,4,evaluable,2,2,0,2,0,0.6443102913121055,0.8220113090979091,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0044,17DRP5sb8fy,multi,5,4,evaluable,16,16,0,13,0,0.5202994194369207,0.7142364134586169,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,5,8,evaluable,22,22,1,10,0,0.6400180877023757,0.7171387771232888,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0007,r47D5H71a5s,single,1,1,evaluable,17,17,0,18,0,0.1251882460190273,0.7479680838202528,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0008,r47D5H71a5s,single,1,4,evaluable,78,78,0,29,0,0.7076920154060884,0.8260148519583851,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0009,r47D5H71a5s,single,1,4,evaluable,64,64,0,25,0,0.5160423245301826,0.9033566031981827,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0010,r47D5H71a5s,single,1,8,evaluable,90,90,0,12,0,0.5803478266989883,0.8318994930605974,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0011,r47D5H71a5s,single,1,1,evaluable,3,3,0,4,0,0.6323567590587781,0.9764112817569804,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0012,r47D5H71a5s,single,1,1,evaluable,11,11,0,12,0,0.2996163402720286,0.9265469339501596,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0013,r47D5H71a5s,single,1,4,evaluable,116,116,0,29,0,0.5029922520682983,0.849359870266686,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0014,r47D5H71a5s,single,1,4,evaluable,22,22,0,15,0,0.5904375098087522,0.7665062223701159,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0015,r47D5H71a5s,single,1,8,evaluable,217,217,0,29,0,0.5219028235678591,0.6962556442828413,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0016,r47D5H71a5s,multi,3,1,evaluable,3,3,0,4,0,0.2485887979504071,0.5353892571237027,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0017,r47D5H71a5s,multi,3,1,evaluable,3,3,0,4,0,0.42686603819422714,0.8804599085902588,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0018,r47D5H71a5s,multi,3,4,evaluable,24,24,0,22,0,0.6176229980337257,0.6450925275610152,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0019,r47D5H71a5s,multi,3,4,evaluable,22,22,0,18,0,0.32746807947024065,0.5484144629748763,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0020,r47D5H71a5s,multi,3,8,evaluable,63,63,0,16,0,0.5382645743287152,0.7547018954336767,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0036,r47D5H71a5s,multi,5,1,evaluable,1,1,0,2,0,0.6064093887038811,0.6543085476970724,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0041,r47D5H71a5s,multi,5,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0042,r47D5H71a5s,multi,5,1,evaluable,2,2,0,3,0,0.6561570460630433,0.7004394530751078,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0043,r47D5H71a5s,multi,5,4,evaluable,2,2,0,3,0,0.3444304265135613,0.4612119910370158,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0044,r47D5H71a5s,multi,5,4,evaluable,6,6,0,5,0,0.528815801446833,0.6938212970584661,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0045,r47D5H71a5s,multi,5,8,evaluable,17,17,0,11,0,0.5910004225754971,0.6376282274642651,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0001,zsNo4HB9uLZ,single,1,1,not_applicable_no_target_hypothesis,0,0,1,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0002,zsNo4HB9uLZ,single,1,1,not_applicable_no_target_hypothesis,0,0,1,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0003,zsNo4HB9uLZ,single,1,4,evaluable,105,105,0,29,0,0.6472319749362322,0.8717742027781231,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0004,zsNo4HB9uLZ,single,1,4,evaluable,49,49,0,29,0,0.5030712748805064,0.8230185138524627,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,1,8,evaluable,33,33,0,9,0,0.5763197335713545,0.8755554346284431,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0006,zsNo4HB9uLZ,single,1,1,evaluable,5,5,0,6,0,0.7393130023459069,0.9569582702682178,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,1,4,evaluable,23,23,0,8,0,0.796829554977905,0.9817816406520897,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,1,4,evaluable,24,24,0,6,0,0.28070431617532826,0.8578580040281386,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,1,8,evaluable,98,98,0,29,0,0.5163202719504169,0.8836553482430338,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0011,zsNo4HB9uLZ,single,1,1,evaluable,29,29,0,29,0,0.44696534997052717,0.7209211339466685,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0012,zsNo4HB9uLZ,single,1,1,evaluable,3,3,0,4,0,0.7133358144000365,0.9986686023971562,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,1,4,evaluable_with_invalid_target_time_excluded,12,12,0,4,0,0.6988434342710034,0.9562719574691352,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0014,zsNo4HB9uLZ,single,1,4,evaluable,3,3,0,2,0,0.5603730486458538,0.9535076452078443,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,8,evaluable,40,40,0,13,0,0.6806676338205946,0.9169525075115853,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0016,zsNo4HB9uLZ,multi,3,1,evaluable,29,29,0,29,0,0.43065543279177837,0.6681791875942973,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0017,zsNo4HB9uLZ,multi,3,1,evaluable,1,1,0,2,0,0.8529679723075616,0.9896392246271419,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0018,zsNo4HB9uLZ,multi,3,4,evaluable,29,29,0,14,0,0.6250297207095722,0.7060837340867153,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0019,zsNo4HB9uLZ,multi,3,4,evaluable,12,12,0,7,0,0.6956090838968664,0.9332046039597778,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,3,8,evaluable,43,43,0,13,0,0.5944232568222735,0.806904462266689,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,5,8,evaluable,17,17,0,6,0,0.5939651379607916,0.7457791853668327,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0003,JF19kD82Mey,single,1,4,evaluable,50,50,0,29,0,0.7131589898613455,0.8880888569718525,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0004,JF19kD82Mey,single,1,4,evaluable,112,112,0,29,0,0.5459852476940312,0.9398614963406304,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0006,JF19kD82Mey,single,1,1,evaluable,1,1,0,2,0,0.9506455925495522,1.0,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0007,JF19kD82Mey,single,1,1,evaluable,12,12,0,12,0,0.6395300175488535,0.9283758334673863,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0016,JF19kD82Mey,multi,3,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0018,JF19kD82Mey,multi,3,4,evaluable,3,3,0,3,0,0.7074339715601073,0.8374039808240873,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0020,JF19kD82Mey,multi,3,8,evaluable,24,24,0,13,0,0.572453772804995,0.7872650536015766,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0021,JF19kD82Mey,multi,3,1,evaluable,20,20,0,21,0,0.8792727608488251,0.9220545897670414,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0022,JF19kD82Mey,multi,3,1,evaluable,1,1,0,2,0,0.4918348820118644,0.8055183723247489,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0023,JF19kD82Mey,multi,3,4,evaluable,4,4,0,4,0,0.5006547306713034,0.8094531818109594,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0024,JF19kD82Mey,multi,3,4,evaluable,6,6,0,4,0,0.6533077897562628,0.9546046411819119,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0025,JF19kD82Mey,multi,3,8,evaluable,36,36,0,13,0,0.7080872478437499,0.863721273191348,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0026,JF19kD82Mey,multi,3,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0027,JF19kD82Mey,multi,3,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0028,JF19kD82Mey,multi,3,4,evaluable,11,11,0,6,0,0.6354723757143936,0.8929472859830139,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0029,JF19kD82Mey,multi,3,4,evaluable,11,11,0,6,0,0.8859641750139584,0.9522694798645833,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0030,JF19kD82Mey,multi,3,8,evaluable,11,11,0,7,0,0.6596518805720358,0.8433906487692205,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0031,JF19kD82Mey,multi,5,1,evaluable,4,4,0,5,0,0.45575105259085225,0.5178407914614183,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0032,JF19kD82Mey,multi,5,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,JF19kD82Mey_case_0033,JF19kD82Mey,multi,5,4,evaluable,3,3,0,3,0,0.7042178996364713,0.8206089225516685,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0021,RPmz2sHmrrY,multi,3,1,evaluable,1,1,0,2,0,0.918966937289001,0.9475684226639648,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0022,RPmz2sHmrrY,multi,3,1,evaluable,1,1,0,2,0,0.918197784432182,1.0,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0023,RPmz2sHmrrY,multi,3,4,evaluable,16,16,0,9,0,0.5972157634877582,0.7832343288354661,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0024,RPmz2sHmrrY,multi,3,4,evaluable,9,9,0,5,0,0.6590351644467801,0.7548462895769241,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,3,8,evaluable,34,34,0,20,0,0.6441491612977455,0.7570408899341579,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0026,RPmz2sHmrrY,multi,3,1,evaluable,5,5,0,6,0,0.9340436922230413,0.9669138046062473,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0027,RPmz2sHmrrY,multi,3,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0028,RPmz2sHmrrY,multi,3,4,evaluable,50,50,0,29,0,0.7555040290500591,0.899180065149569,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,3,4,evaluable,29,29,0,24,0,0.6912738399263453,0.8703600193258617,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,3,8,evaluable,32,32,0,19,0,0.7333611198967608,0.9245519629475301,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0031,RPmz2sHmrrY,multi,5,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0032,RPmz2sHmrrY,multi,5,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0033,RPmz2sHmrrY,multi,5,4,evaluable,1,1,0,2,0,0.6542108451720894,0.8432056477032847,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0034,RPmz2sHmrrY,multi,5,4,evaluable,6,6,0,6,0,0.7888630097373333,0.9469384806104215,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0035,RPmz2sHmrrY,multi,5,8,evaluable,10,10,0,6,0,0.7421655617874743,0.8457698374565471,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0036,RPmz2sHmrrY,multi,5,1,evaluable,13,13,0,14,0,0.7419613931299,0.8936725099671563,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0037,RPmz2sHmrrY,multi,5,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0038,RPmz2sHmrrY,multi,5,4,evaluable,8,8,0,6,0,0.7077661742472965,0.7725364696187305,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0039,RPmz2sHmrrY,multi,5,4,evaluable,8,8,0,4,0,0.5156650786688178,0.5441766404073787,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,5,8,evaluable,20,20,0,6,0,0.710970928409529,0.8979574034755926,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0001,17DRP5sb8fy,single,1,1,not_applicable_no_target_hypothesis,0,0,1,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0002,17DRP5sb8fy,single,1,1,evaluable,11,11,0,11,0,0.41179993632671685,0.9171977059907842,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,1,4,evaluable,116,116,0,29,0,0.6011071591720456,0.8529666405191193,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0004,17DRP5sb8fy,single,1,4,evaluable,38,38,0,29,0,0.3191423017942769,0.8114279080721413,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,1,8,evaluable,50,50,0,16,0,0.4602932650948545,0.8949218934460003,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0006,17DRP5sb8fy,single,1,1,evaluable,7,7,0,8,0,0.7552487530508879,0.9741510801864876,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0007,17DRP5sb8fy,single,1,1,evaluable,3,3,0,3,0,0.9936028383363844,0.9975570349601433,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0033,17DRP5sb8fy,multi,5,4,evaluable,44,44,4,12,0,0.591208582164522,0.740888488152947,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0034,17DRP5sb8fy,multi,5,4,evaluable,16,16,1,16,0,0.7959272680510585,0.8742303898492962,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,5,8,evaluable,32,32,1,18,0,0.8718609427891493,0.8791597972655265,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0036,17DRP5sb8fy,multi,5,1,evaluable,1,1,0,2,0,0.6083207314533373,0.8145827911972119,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0037,17DRP5sb8fy,multi,5,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0038,17DRP5sb8fy,multi,5,4,evaluable,7,7,0,5,0,0.4842705335470917,0.631929672364204,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0039,17DRP5sb8fy,multi,5,4,evaluable,10,10,0,7,0,0.4751511004022233,0.558507214634395,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,5,8,evaluable,34,34,1,17,0,0.6244924506305195,0.8007300749970356,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0041,17DRP5sb8fy,multi,5,1,evaluable,17,17,0,18,0,0.4866106148952833,0.9414700314787623,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0042,17DRP5sb8fy,multi,5,1,not_applicable_no_target_hypothesis,0,0,0,1,0,,,0,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0043,17DRP5sb8fy,multi,5,4,evaluable,4,4,0,4,0,0.7875645021689138,0.880175386109576,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0044,17DRP5sb8fy,multi,5,4,evaluable,5,5,0,5,0,0.292310946779352,0.5327852957566898,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,5,8,evaluable,11,11,0,5,0,0.5630431750861942,0.6914356258696303,1,not_estimable_no_ungrounded_predictions,0
