method,case_id,scan_id,agent_group,target_id,score_status,eligible_viewpoint_count,probability_sum,initial_pwgs
Qwen-Thinking,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,7,scored,4,1.0,0.426334825375983
Qwen-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,7,scored,4,1.0,0.4423910008778731
Gemma-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,7,scored,4,1.0,0.48029798043168836
GPT-Medium,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,0,scored,12,0.9999999999999998,0.5391439429018829
Qwen-Thinking,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,0,scored,12,1.0000000000000002,0.5946357966812652
Qwen-Instant,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,0,scored,12,0.9999999999999993,0.6504320211742696
Gemma-Instant,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,0,scored,12,1.0000000000000002,0.5946357966812652
GPT-Medium,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,2,scored,12,1.0000000000000002,0.6286039027028165
Qwen-Thinking,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,2,scored,12,1.0,0.6163019474883803
Qwen-Instant,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,2,scored,12,1.0,0.6259213282947902
Gemma-Instant,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,2,scored,12,1.0,0.5187293195173991
GPT-Medium,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,3,scored,12,1.0,0.7194698980181672
Qwen-Thinking,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,3,scored,12,0.9999999999999999,0.6962182866918827
Qwen-Instant,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,3,scored,12,0.9999999999999993,0.6831401380701587
Gemma-Instant,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,3,scored,12,1.0,0.5841275959647825
GPT-Medium,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,4,scored,12,1.0,0.854262966443539
Qwen-Thinking,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,4,scored,12,0.9999999999999999,0.6992601588738143
Qwen-Instant,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,4,scored,12,0.9999999999999998,0.5551204834727134
Gemma-Instant,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,4,scored,12,1.0,0.7225196914142415
GPT-Medium,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,5,scored,12,1.0,0.5603648518031096
Qwen-Thinking,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,5,scored,12,0.9999999999999999,0.532693172849368
Qwen-Instant,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,5,scored,12,0.9999999999999998,0.5051675191580784
Gemma-Instant,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,5,scored,12,1.0,0.5599632771700465
GPT-Medium,JF19kD82Mey_case_0003,JF19kD82Mey,single,0,scored,6,1.0,0.9775392713937838
Qwen-Thinking,JF19kD82Mey_case_0003,JF19kD82Mey,single,0,scored,6,1.0000000000000002,0.9244756435644184
Qwen-Instant,JF19kD82Mey_case_0003,JF19kD82Mey,single,0,scored,6,0.9999999999999998,0.9704605815872283
Gemma-Instant,JF19kD82Mey_case_0003,JF19kD82Mey,single,0,scored,6,1.0,0.9335065501318104
GPT-Medium,JF19kD82Mey_case_0003,JF19kD82Mey,single,5,scored,6,0.9999999999999999,0.5010434630365754
Qwen-Thinking,JF19kD82Mey_case_0003,JF19kD82Mey,single,5,scored,6,1.0,0.46444902713780367
Qwen-Instant,JF19kD82Mey_case_0003,JF19kD82Mey,single,5,scored,6,0.9999999999999998,0.4711660349015795
Gemma-Instant,JF19kD82Mey_case_0003,JF19kD82Mey,single,5,scored,6,1.0,0.5091901762368669
GPT-Medium,JF19kD82Mey_case_0003,JF19kD82Mey,single,7,scored,6,1.0,0.7977520718755877
Qwen-Thinking,JF19kD82Mey_case_0003,JF19kD82Mey,single,7,scored,6,1.0000000000000002,0.7369452149120495
Qwen-Instant,JF19kD82Mey_case_0003,JF19kD82Mey,single,7,scored,6,1.0,0.7483942225176804
Gemma-Instant,JF19kD82Mey_case_0003,JF19kD82Mey,single,7,scored,6,0.9999999999999999,0.7489977949901281
GPT-Medium,JF19kD82Mey_case_0004,JF19kD82Mey,single,0,scored,2,1.0,0.5014803592573891
Qwen-Thinking,JF19kD82Mey_case_0004,JF19kD82Mey,single,0,scored,2,1.0,0.5035767732844355
Qwen-Instant,JF19kD82Mey_case_0004,JF19kD82Mey,single,0,scored,2,1.0,0.4476723992298667
Gemma-Instant,JF19kD82Mey_case_0004,JF19kD82Mey,single,0,scored,2,1.0,0.47213056287874056
GPT-Medium,JF19kD82Mey_case_0004,JF19kD82Mey,single,2,scored,2,1.0,0.3551502160454877
Qwen-Thinking,JF19kD82Mey_case_0004,JF19kD82Mey,single,2,scored,2,1.0,0.34338498557793284
Qwen-Instant,JF19kD82Mey_case_0004,JF19kD82Mey,single,2,scored,2,1.0,0.30472779975596676
Gemma-Instant,JF19kD82Mey_case_0004,JF19kD82Mey,single,2,scored,2,1.0,0.32647246678082276
GPT-Medium,JF19kD82Mey_case_0004,JF19kD82Mey,single,4,scored,2,1.0,0.47514936009965136
Qwen-Thinking,JF19kD82Mey_case_0004,JF19kD82Mey,single,4,scored,2,1.0,0.4902686218017379
Qwen-Instant,JF19kD82Mey_case_0004,JF19kD82Mey,single,4,scored,2,1.0,0.5538884364919788
Gemma-Instant,JF19kD82Mey_case_0004,JF19kD82Mey,single,4,scored,2,1.0,0.48845091281058817
GPT-Medium,JF19kD82Mey_case_0004,JF19kD82Mey,single,7,scored,2,0.9999999999999999,0.4010857521027784
Qwen-Thinking,JF19kD82Mey_case_0004,JF19kD82Mey,single,7,scored,2,1.0,0.3858813021693408
Qwen-Instant,JF19kD82Mey_case_0004,JF19kD82Mey,single,7,scored,2,1.0,0.3424400166452335
Gemma-Instant,JF19kD82Mey_case_0004,JF19kD82Mey,single,7,scored,2,1.0,0.36687573975254395
GPT-Medium,JF19kD82Mey_case_0006,JF19kD82Mey,single,4,scored,3,0.9999999999999999,0.9917995805135847
Qwen-Thinking,JF19kD82Mey_case_0006,JF19kD82Mey,single,4,scored,3,1.0,0.9744870645011763
Qwen-Instant,JF19kD82Mey_case_0006,JF19kD82Mey,single,4,scored,3,1.0,0.9768064222737967
Gemma-Instant,JF19kD82Mey_case_0006,JF19kD82Mey,single,4,scored,3,1.0,0.9506455925495522
GPT-Medium,JF19kD82Mey_case_0007,JF19kD82Mey,single,0,scored,3,1.0,0.7137022194742675
Qwen-Thinking,JF19kD82Mey_case_0007,JF19kD82Mey,single,0,scored,3,1.0,0.7594334512000074
Qwen-Instant,JF19kD82Mey_case_0007,JF19kD82Mey,single,0,scored,3,1.0,0.7403501719188146
Gemma-Instant,JF19kD82Mey_case_0007,JF19kD82Mey,single,0,scored,3,1.0,0.7288151640248124
GPT-Medium,JF19kD82Mey_case_0018,JF19kD82Mey,multi,0,scored,7,1.0,0.8080122987866607
Qwen-Thinking,JF19kD82Mey_case_0018,JF19kD82Mey,multi,0,scored,7,0.9999999999999998,0.832689203725073
Qwen-Instant,JF19kD82Mey_case_0018,JF19kD82Mey,multi,0,scored,7,1.0,0.7707673870073759
Gemma-Instant,JF19kD82Mey_case_0018,JF19kD82Mey,multi,0,scored,7,1.0,0.6480733706664425
GPT-Medium,JF19kD82Mey_case_0018,JF19kD82Mey,multi,4,scored,7,1.0,0.48451422901618746
Qwen-Thinking,JF19kD82Mey_case_0018,JF19kD82Mey,multi,4,scored,7,1.0,0.4095451735645117
Qwen-Instant,JF19kD82Mey_case_0018,JF19kD82Mey,multi,4,scored,7,0.9999999999999998,0.459751525887109
Gemma-Instant,JF19kD82Mey_case_0018,JF19kD82Mey,multi,4,scored,7,1.0,0.6071673486340903
GPT-Medium,JF19kD82Mey_case_0020,JF19kD82Mey,multi,0,scored,7,1.0000000000000002,0.7455527202304335
Qwen-Thinking,JF19kD82Mey_case_0020,JF19kD82Mey,multi,0,scored,7,0.9999999999999998,0.832689203725073
Qwen-Instant,JF19kD82Mey_case_0020,JF19kD82Mey,multi,0,scored,7,1.0000000000000002,0.6658709600262975
Gemma-Instant,JF19kD82Mey_case_0020,JF19kD82Mey,multi,0,scored,7,1.0000000000000004,0.784964195388679
GPT-Medium,JF19kD82Mey_case_0020,JF19kD82Mey,multi,1,scored,7,1.0,0.6270106407846894
Qwen-Thinking,JF19kD82Mey_case_0020,JF19kD82Mey,multi,1,scored,7,0.9999999999999997,0.6044702220896574
Qwen-Instant,JF19kD82Mey_case_0020,JF19kD82Mey,multi,1,scored,7,0.9999999999999999,0.4123763629415551
Gemma-Instant,JF19kD82Mey_case_0020,JF19kD82Mey,multi,1,scored,7,1.0,0.5569693594714065
GPT-Medium,JF19kD82Mey_case_0020,JF19kD82Mey,multi,3,scored,7,1.0,0.3266567415342151
Qwen-Thinking,JF19kD82Mey_case_0020,JF19kD82Mey,multi,3,scored,7,1.0000000000000002,0.5668745343802071
Qwen-Instant,JF19kD82Mey_case_0020,JF19kD82Mey,multi,3,scored,7,1.0000000000000002,0.5668745343802071
Gemma-Instant,JF19kD82Mey_case_0020,JF19kD82Mey,multi,3,scored,7,0.9999999999999998,0.6113978107038494
GPT-Medium,JF19kD82Mey_case_0020,JF19kD82Mey,multi,4,scored,7,1.0,0.42603937039382045
Qwen-Thinking,JF19kD82Mey_case_0020,JF19kD82Mey,multi,4,scored,7,0.9999999999999998,0.459751525887109
Qwen-Instant,JF19kD82Mey_case_0020,JF19kD82Mey,multi,4,scored,7,0.9999999999999998,0.38733851772951666
Gemma-Instant,JF19kD82Mey_case_0020,JF19kD82Mey,multi,4,scored,7,1.0,0.60385130299925
GPT-Medium,JF19kD82Mey_case_0020,JF19kD82Mey,multi,6,scored,7,0.9999999999999999,0.44740569515131157
Qwen-Thinking,JF19kD82Mey_case_0020,JF19kD82Mey,multi,6,scored,7,0.9999999999999998,0.3792059948039772
Qwen-Instant,JF19kD82Mey_case_0020,JF19kD82Mey,multi,6,scored,7,1.0,0.3546949969598677
Gemma-Instant,JF19kD82Mey_case_0020,JF19kD82Mey,multi,6,scored,7,1.0,0.4542913472854908
GPT-Medium,JF19kD82Mey_case_0021,JF19kD82Mey,multi,7,scored,8,1.0,0.8819022140599719
Qwen-Thinking,JF19kD82Mey_case_0021,JF19kD82Mey,multi,7,scored,8,1.0000000000000002,0.6446385487815363
Qwen-Instant,JF19kD82Mey_case_0021,JF19kD82Mey,multi,7,scored,8,1.0000000000000002,0.7137291579775509
Gemma-Instant,JF19kD82Mey_case_0021,JF19kD82Mey,multi,7,scored,8,1.0,0.8303996417299189
GPT-Medium,JF19kD82Mey_case_0022,JF19kD82Mey,multi,6,scored,5,1.0000000000000002,0.5180378680158543
Qwen-Thinking,JF19kD82Mey_case_0022,JF19kD82Mey,multi,6,scored,5,1.0,0.4738086138662736
Qwen-Instant,JF19kD82Mey_case_0022,JF19kD82Mey,multi,6,scored,5,1.0,0.44197215839171733
Gemma-Instant,JF19kD82Mey_case_0022,JF19kD82Mey,multi,6,scored,5,1.0,0.4918348820118644
GPT-Medium,JF19kD82Mey_case_0023,JF19kD82Mey,multi,2,scored,6,1.0,0.9372821095567007
Qwen-Thinking,JF19kD82Mey_case_0023,JF19kD82Mey,multi,2,scored,6,1.0000000000000002,0.524482524324512
Qwen-Instant,JF19kD82Mey_case_0023,JF19kD82Mey,multi,2,scored,6,1.0,0.4812536628994677
Gemma-Instant,JF19kD82Mey_case_0023,JF19kD82Mey,multi,2,scored,6,1.0,0.751903925734528
GPT-Medium,JF19kD82Mey_case_0023,JF19kD82Mey,multi,4,scored,6,1.0,0.3350798985774981
Qwen-Thinking,JF19kD82Mey_case_0023,JF19kD82Mey,multi,4,scored,6,1.0,0.4191713552203541
Qwen-Instant,JF19kD82Mey_case_0023,JF19kD82Mey,multi,4,scored,6,1.0,0.4452323352902374
Gemma-Instant,JF19kD82Mey_case_0023,JF19kD82Mey,multi,4,scored,6,1.0000000000000002,0.48438130099501875
GPT-Medium,JF19kD82Mey_case_0024,JF19kD82Mey,multi,0,scored,5,0.9999999999999999,0.807064275478665
Qwen-Thinking,JF19kD82Mey_case_0024,JF19kD82Mey,multi,0,scored,5,1.0,0.7975112005017067
Qwen-Instant,JF19kD82Mey_case_0024,JF19kD82Mey,multi,0,scored,5,0.9999999999999997,0.2975920653958549
Gemma-Instant,JF19kD82Mey_case_0024,JF19kD82Mey,multi,0,scored,5,1.0,0.7257328722169902
GPT-Medium,JF19kD82Mey_case_0024,JF19kD82Mey,multi,1,scored,5,0.9999999999999999,0.6142530200201042
Qwen-Thinking,JF19kD82Mey_case_0024,JF19kD82Mey,multi,1,scored,5,1.0,0.5789190684881438
Qwen-Instant,JF19kD82Mey_case_0024,JF19kD82Mey,multi,1,scored,5,0.9999999999999999,0.2731623026330501
Gemma-Instant,JF19kD82Mey_case_0024,JF19kD82Mey,multi,1,scored,5,0.9999999999999998,0.512151379283367
GPT-Medium,JF19kD82Mey_case_0024,JF19kD82Mey,multi,3,scored,5,0.9999999999999999,0.3197752499189548
Qwen-Thinking,JF19kD82Mey_case_0024,JF19kD82Mey,multi,3,scored,5,1.0,0.8063901371540589
Qwen-Instant,JF19kD82Mey_case_0024,JF19kD82Mey,multi,3,scored,5,1.0,0.4734894609865089
Gemma-Instant,JF19kD82Mey_case_0024,JF19kD82Mey,multi,3,scored,5,1.0,0.5686039398915232
GPT-Medium,JF19kD82Mey_case_0025,JF19kD82Mey,multi,0,scored,6,1.0000000000000002,0.7821727511483662
Qwen-Thinking,JF19kD82Mey_case_0025,JF19kD82Mey,multi,0,scored,6,1.0,0.7262616617261202
Qwen-Instant,JF19kD82Mey_case_0025,JF19kD82Mey,multi,0,scored,6,1.0,0.6221555231216391
Gemma-Instant,JF19kD82Mey_case_0025,JF19kD82Mey,multi,0,scored,6,1.0,0.8283886236260274
GPT-Medium,JF19kD82Mey_case_0025,JF19kD82Mey,multi,3,scored,6,1.0,0.703589959573541
Qwen-Thinking,JF19kD82Mey_case_0025,JF19kD82Mey,multi,3,scored,6,1.0,0.622913743654488
Qwen-Instant,JF19kD82Mey_case_0025,JF19kD82Mey,multi,3,scored,6,1.0000000000000002,0.5536751006602294
Gemma-Instant,JF19kD82Mey_case_0025,JF19kD82Mey,multi,3,scored,6,1.0,0.6547611152577613
GPT-Medium,JF19kD82Mey_case_0025,JF19kD82Mey,multi,4,scored,6,1.0000000000000002,0.9611322093182555
Qwen-Thinking,JF19kD82Mey_case_0025,JF19kD82Mey,multi,4,scored,6,0.9999999999999999,0.7762924499907312
Qwen-Instant,JF19kD82Mey_case_0025,JF19kD82Mey,multi,4,scored,6,1.0000000000000002,0.7091801849879504
Gemma-Instant,JF19kD82Mey_case_0025,JF19kD82Mey,multi,4,scored,6,1.0000000000000002,0.9471236699978092
GPT-Medium,JF19kD82Mey_case_0025,JF19kD82Mey,multi,5,scored,6,1.0,0.7472172586965241
Qwen-Thinking,JF19kD82Mey_case_0025,JF19kD82Mey,multi,5,scored,6,0.9999999999999999,0.6234227934041083
Qwen-Instant,JF19kD82Mey_case_0025,JF19kD82Mey,multi,5,scored,6,1.0000000000000002,0.5865016004948903
Gemma-Instant,JF19kD82Mey_case_0025,JF19kD82Mey,multi,5,scored,6,1.0000000000000002,0.7174040117184812
GPT-Medium,JF19kD82Mey_case_0025,JF19kD82Mey,multi,6,scored,6,1.0,0.5264289392469808
Qwen-Thinking,JF19kD82Mey_case_0025,JF19kD82Mey,multi,6,scored,6,0.9999999999999999,0.49752808995477993
Qwen-Instant,JF19kD82Mey_case_0025,JF19kD82Mey,multi,6,scored,6,1.0000000000000002,0.49097990765337074
Gemma-Instant,JF19kD82Mey_case_0025,JF19kD82Mey,multi,6,scored,6,1.0000000000000002,0.5141961903583665
GPT-Medium,JF19kD82Mey_case_0025,JF19kD82Mey,multi,7,scored,6,1.0,0.9827531783558894
Qwen-Thinking,JF19kD82Mey_case_0025,JF19kD82Mey,multi,7,scored,6,1.0,0.8432318687559086
Qwen-Instant,JF19kD82Mey_case_0025,JF19kD82Mey,multi,7,scored,6,1.0000000000000002,0.6342076937637867
Gemma-Instant,JF19kD82Mey_case_0025,JF19kD82Mey,multi,7,scored,6,1.0,0.8536830775055148
GPT-Medium,JF19kD82Mey_case_0028,JF19kD82Mey,multi,0,scored,5,1.0,0.636921361810755
Qwen-Thinking,JF19kD82Mey_case_0028,JF19kD82Mey,multi,0,scored,5,1.0,0.8245008544265044
Qwen-Instant,JF19kD82Mey_case_0028,JF19kD82Mey,multi,0,scored,5,0.9999999999999999,0.8117463971636443
Gemma-Instant,JF19kD82Mey_case_0028,JF19kD82Mey,multi,0,scored,5,0.9999999999999999,0.7816793161198112
GPT-Medium,JF19kD82Mey_case_0028,JF19kD82Mey,multi,1,scored,5,0.9999999999999999,0.5469877144723191
Qwen-Thinking,JF19kD82Mey_case_0028,JF19kD82Mey,multi,1,scored,5,1.0,0.5465837736606715
Qwen-Instant,JF19kD82Mey_case_0028,JF19kD82Mey,multi,1,scored,5,0.9999999999999999,0.5842730249235382
Gemma-Instant,JF19kD82Mey_case_0028,JF19kD82Mey,multi,1,scored,5,1.0,0.551102784573542
GPT-Medium,JF19kD82Mey_case_0028,JF19kD82Mey,multi,3,scored,5,1.0,0.4589008270153112
Qwen-Thinking,JF19kD82Mey_case_0028,JF19kD82Mey,multi,3,scored,5,1.0,0.49120929194623464
Qwen-Instant,JF19kD82Mey_case_0028,JF19kD82Mey,multi,3,scored,5,0.9999999999999998,0.34275439745804104
Gemma-Instant,JF19kD82Mey_case_0028,JF19kD82Mey,multi,3,scored,5,0.9999999999999998,0.5048698546765602
GPT-Medium,JF19kD82Mey_case_0029,JF19kD82Mey,multi,3,scored,8,1.0,0.5580922169092446
Qwen-Thinking,JF19kD82Mey_case_0029,JF19kD82Mey,multi,3,scored,8,0.9999999999999998,0.8262839783268593
Qwen-Instant,JF19kD82Mey_case_0029,JF19kD82Mey,multi,3,scored,8,1.0,0.7310008041518379
Gemma-Instant,JF19kD82Mey_case_0029,JF19kD82Mey,multi,3,scored,8,0.9999999999999997,0.9508731833632552
GPT-Medium,JF19kD82Mey_case_0029,JF19kD82Mey,multi,7,scored,8,1.0,0.9425300492975321
Qwen-Thinking,JF19kD82Mey_case_0029,JF19kD82Mey,multi,7,scored,8,0.9999999999999998,0.8317289291050867
Qwen-Instant,JF19kD82Mey_case_0029,JF19kD82Mey,multi,7,scored,8,1.0,0.8153944546112352
Gemma-Instant,JF19kD82Mey_case_0029,JF19kD82Mey,multi,7,scored,8,1.0,0.9166792667560063
GPT-Medium,JF19kD82Mey_case_0030,JF19kD82Mey,multi,1,scored,9,0.9999999999999999,0.5902597026452137
Qwen-Thinking,JF19kD82Mey_case_0030,JF19kD82Mey,multi,1,scored,9,1.0,0.5613536321786654
Qwen-Instant,JF19kD82Mey_case_0030,JF19kD82Mey,multi,1,scored,9,1.0,0.5356306685253334
Gemma-Instant,JF19kD82Mey_case_0030,JF19kD82Mey,multi,1,scored,9,1.0000000000000002,0.5373309690458921
GPT-Medium,JF19kD82Mey_case_0030,JF19kD82Mey,multi,3,scored,9,0.9999999999999999,0.3439935988371742
Qwen-Thinking,JF19kD82Mey_case_0030,JF19kD82Mey,multi,3,scored,9,1.0000000000000002,0.6260583620882963
Qwen-Instant,JF19kD82Mey_case_0030,JF19kD82Mey,multi,3,scored,9,1.0000000000000002,0.6260583620882963
Gemma-Instant,JF19kD82Mey_case_0030,JF19kD82Mey,multi,3,scored,9,1.0,0.5883269465907532
GPT-Medium,JF19kD82Mey_case_0030,JF19kD82Mey,multi,4,scored,9,1.0000000000000002,0.39166409636807886
Qwen-Thinking,JF19kD82Mey_case_0030,JF19kD82Mey,multi,4,scored,9,1.0,0.35607030659840544
Qwen-Instant,JF19kD82Mey_case_0030,JF19kD82Mey,multi,4,scored,9,1.0000000000000002,0.48647394097980656
Gemma-Instant,JF19kD82Mey_case_0030,JF19kD82Mey,multi,4,scored,9,1.0,0.5985935508035227
GPT-Medium,JF19kD82Mey_case_0031,JF19kD82Mey,multi,3,scored,10,0.9999999999999999,0.4981216922896784
Qwen-Thinking,JF19kD82Mey_case_0031,JF19kD82Mey,multi,3,scored,10,1.0,0.4698098898752381
Qwen-Instant,JF19kD82Mey_case_0031,JF19kD82Mey,multi,3,scored,10,1.0000000000000002,0.4566230185012534
Gemma-Instant,JF19kD82Mey_case_0031,JF19kD82Mey,multi,3,scored,10,0.9999999999999999,0.3960801544556971
GPT-Medium,JF19kD82Mey_case_0033,JF19kD82Mey,multi,0,scored,11,1.0,0.8362215227412646
Qwen-Thinking,JF19kD82Mey_case_0033,JF19kD82Mey,multi,0,scored,11,0.9999999999999998,0.6984658214645925
Qwen-Instant,JF19kD82Mey_case_0033,JF19kD82Mey,multi,0,scored,11,1.0000000000000002,0.6624493199965509
Gemma-Instant,JF19kD82Mey_case_0033,JF19kD82Mey,multi,0,scored,11,0.9999999999999998,0.727595709265952
GPT-Medium,RPmz2sHmrrY_case_0021,RPmz2sHmrrY,multi,0,scored,7,1.0,0.8655378140547023
Qwen-Thinking,RPmz2sHmrrY_case_0021,RPmz2sHmrrY,multi,0,scored,7,0.9999999999999998,0.5242293086221406
Qwen-Instant,RPmz2sHmrrY_case_0021,RPmz2sHmrrY,multi,0,scored,7,1.0,0.5891058842840384
Gemma-Instant,RPmz2sHmrrY_case_0021,RPmz2sHmrrY,multi,0,scored,7,1.0000000000000002,0.918966937289001
GPT-Medium,RPmz2sHmrrY_case_0022,RPmz2sHmrrY,multi,1,scored,10,1.0000000000000002,0.6797157465376749
Qwen-Thinking,RPmz2sHmrrY_case_0022,RPmz2sHmrrY,multi,1,scored,10,0.9999999999999999,0.7309456387815164
Qwen-Instant,RPmz2sHmrrY_case_0022,RPmz2sHmrrY,multi,1,scored,10,1.0,0.628832288571374
Gemma-Instant,RPmz2sHmrrY_case_0022,RPmz2sHmrrY,multi,1,scored,10,1.0000000000000002,0.918197784432182
GPT-Medium,RPmz2sHmrrY_case_0023,RPmz2sHmrrY,multi,1,scored,10,0.9999999999999998,0.5087551495731368
Qwen-Thinking,RPmz2sHmrrY_case_0023,RPmz2sHmrrY,multi,1,scored,10,1.0,0.49879261728555624
Qwen-Instant,RPmz2sHmrrY_case_0023,RPmz2sHmrrY,multi,1,scored,10,1.0,0.43245387588620987
Gemma-Instant,RPmz2sHmrrY_case_0023,RPmz2sHmrrY,multi,1,scored,10,1.0,0.5915548893552457
GPT-Medium,RPmz2sHmrrY_case_0023,RPmz2sHmrrY,multi,5,scored,10,1.0,0.7065388662048786
Qwen-Thinking,RPmz2sHmrrY_case_0023,RPmz2sHmrrY,multi,5,scored,10,1.0000000000000002,0.39254583455461645
Qwen-Instant,RPmz2sHmrrY_case_0023,RPmz2sHmrrY,multi,5,scored,10,0.9999999999999998,0.46066039825336147
Gemma-Instant,RPmz2sHmrrY_case_0023,RPmz2sHmrrY,multi,5,scored,10,1.0,0.6702641533352018
GPT-Medium,RPmz2sHmrrY_case_0023,RPmz2sHmrrY,multi,7,scored,10,0.9999999999999998,0.5287880740227102
Qwen-Thinking,RPmz2sHmrrY_case_0023,RPmz2sHmrrY,multi,7,scored,10,1.0000000000000002,0.33917361493339804
Qwen-Instant,RPmz2sHmrrY_case_0023,RPmz2sHmrrY,multi,7,scored,10,0.9999999999999998,0.4908397185929224
Gemma-Instant,RPmz2sHmrrY_case_0023,RPmz2sHmrrY,multi,7,scored,10,1.0,0.6333791667507152
GPT-Medium,RPmz2sHmrrY_case_0024,RPmz2sHmrrY,multi,0,scored,10,0.9999999999999999,0.4963997909087269
Qwen-Thinking,RPmz2sHmrrY_case_0024,RPmz2sHmrrY,multi,0,scored,10,1.0,0.3711556198546846
Qwen-Instant,RPmz2sHmrrY_case_0024,RPmz2sHmrrY,multi,0,scored,10,1.0,0.41621896631779276
Gemma-Instant,RPmz2sHmrrY_case_0024,RPmz2sHmrrY,multi,0,scored,10,1.0000000000000002,0.46049006234221757
GPT-Medium,RPmz2sHmrrY_case_0024,RPmz2sHmrrY,multi,2,scored,10,1.0,0.9688125021073895
Qwen-Thinking,RPmz2sHmrrY_case_0024,RPmz2sHmrrY,multi,2,scored,10,1.0,0.974829461589761
Qwen-Instant,RPmz2sHmrrY_case_0024,RPmz2sHmrrY,multi,2,scored,10,0.9999999999999996,0.8827046996307987
Gemma-Instant,RPmz2sHmrrY_case_0024,RPmz2sHmrrY,multi,2,scored,10,1.0000000000000002,0.9695577230900978
GPT-Medium,RPmz2sHmrrY_case_0024,RPmz2sHmrrY,multi,7,scored,10,1.0000000000000002,0.5328300489585587
Qwen-Thinking,RPmz2sHmrrY_case_0024,RPmz2sHmrrY,multi,7,scored,10,1.0,0.5921598110729682
Qwen-Instant,RPmz2sHmrrY_case_0024,RPmz2sHmrrY,multi,7,scored,10,1.0,0.4756278450489049
Gemma-Instant,RPmz2sHmrrY_case_0024,RPmz2sHmrrY,multi,7,scored,10,0.9999999999999999,0.6295667832818358
GPT-Medium,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,1,scored,11,0.9999999999999999,0.7571132571814825
Qwen-Thinking,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,1,scored,11,1.0000000000000002,0.6307974310977089
Qwen-Instant,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,1,scored,11,1.0,0.7544022281714657
Gemma-Instant,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,1,scored,11,1.0000000000000002,0.7961746846598559
GPT-Medium,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,2,scored,11,1.0000000000000002,0.9479319117670159
Qwen-Thinking,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,2,scored,11,1.0,0.7608781691445723
Qwen-Instant,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,2,scored,11,0.9999999999999998,0.6501315352117205
Gemma-Instant,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,2,scored,11,1.0000000000000002,0.6078051393284805
GPT-Medium,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,5,scored,11,1.0,0.7064196102936049
Qwen-Thinking,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,5,scored,11,1.0,0.5216265771836929
Qwen-Instant,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,5,scored,11,0.9999999999999998,0.5880491712174062
Gemma-Instant,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,5,scored,11,1.0000000000000002,0.6683510439197689
GPT-Medium,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,7,scored,11,1.0,0.5230191236395509
Qwen-Thinking,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,7,scored,11,1.0,0.4179800135912696
Qwen-Instant,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,7,scored,11,1.0,0.5513701899795069
Gemma-Instant,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,7,scored,11,1.0000000000000002,0.6315713367460516
GPT-Medium,RPmz2sHmrrY_case_0026,RPmz2sHmrrY,multi,2,scored,13,1.0,0.9703272471523637
Qwen-Thinking,RPmz2sHmrrY_case_0026,RPmz2sHmrrY,multi,2,scored,13,1.0,0.9684134419949942
Qwen-Instant,RPmz2sHmrrY_case_0026,RPmz2sHmrrY,multi,2,scored,13,0.9999999999999999,0.9107239924538442
